"Timestamp","Variable","Value"
1743248400000,II113RC001\U,16.604604721069336
1743248400000,PIC11151A - Alarme,0
1743248400000,PIC11151A - Falha,192
1743248400000,PIC11151A - Limites de Abertura/Fechamento,5
1743248400000,PIC11151A - Modos de Operacao,46
1743248400000,PIC11151A - SP Int/Ext,2
1743248400000,PIC11151A\MV,82.52061462402344
1743248400000,PIC11151A\PV_IN,210.9962921142578
1743248400000,PIC11151A\SP,220
1743248460000,II113RC001\U,16.603485107421875
1743248460000,PIC11151A - Alarme,0
1743248460000,PIC11151A - Falha,192
1743248460000,PIC11151A - Limites de Abertura/Fechamento,5
1743248460000,PIC11151A - Modos de Operacao,46
1743248460000,PIC11151A - SP Int/Ext,2
1743248460000,PIC11151A\MV,81.53323364257812
1743248460000,PIC11151A\PV_IN,202.52406311035156
1743248460000,PIC11151A\SP,220
1743248520000,II113RC001\U,16.592321395874023
1743248520000,PIC11151A - Alarme,0
1743248520000,PIC11151A - Falha,192
1743248520000,PIC11151A - Limites de Abertura/Fechamento,5
1743248520000,PIC11151A - Modos de Operacao,46
1743248520000,PIC11151A - SP Int/Ext,2
1743248520000,PIC11151A\MV,80.66315078735352
1743248520000,PIC11151A\PV_IN,201.16791534423828
1743248520000,PIC11151A\SP,220
1743248580000,II113RC001\U,16.608527183532715
1743248580000,PIC11151A - Alarme,0
1743248580000,PIC11151A - Falha,192
1743248580000,PIC11151A - Limites de Abertura/Fechamento,5
1743248580000,PIC11151A - Modos de Operacao,46
1743248580000,PIC11151A - SP Int/Ext,2
1743248580000,PIC11151A\MV,80.11956787109375
1743248580000,PIC11151A\PV_IN,215.0124740600586
1743248580000,PIC11151A\SP,220
1743248640000,II113RC001\U,16.60029411315918
1743248640000,PIC11151A - Alarme,0
1743248640000,PIC11151A - Falha,192
1743248640000,PIC11151A - Limites de Abertura/Fechamento,5
1743248640000,PIC11151A - Modos de Operacao,46
1743248640000,PIC11151A - SP Int/Ext,2
1743248640000,PIC11151A\MV,80.81401824951172
1743248640000,PIC11151A\PV_IN,233.1494140625
1743248640000,PIC11151A\SP,220
